試算番号（明細）,バージョン1,PLANID,品目コード,基本数量単位,数量,販売伝票通貨,標準単価,□S販売単価,契約開始日,契約終了日,解約日,契約期間数,更新期間数,HARIS伝票区分,受注伝票番号,受注明細番号,□前受注伝票番号,□前受注明細番号,ERP見積番号,見積明細番号,期間開始日
QJ01376972,,,UX149R1,個,1,JPY,0,,2016-10-08,2017-10-07,,12,0,1,1393736,2900,,,8000640155,,2016-10-08
QJ01376978,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1394231,1200,,,8000630272,,2016-11-01
QJ01377001,,,UX149R1,個,1,JPY,0,,2017-03-21,2018-03-20,,12,0,1,1490422,2000,,,8000638321,,2017-03-21
QJ01377016,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1384270,1700,,,8000640143,,2016-11-01
QJ01377025,,,UX149R1,個,1,JPY,0,,2016-10-17,2017-10-16,,12,0,1,1384502,1900,,,8000638898,,2016-10-17
QJ01377060,,,UX149R1,個,1,JPY,0,,2016-10-18,2017-10-17,,12,0,1,1385985,1400,,,8000617139,,2016-10-18
QJ01377172,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1385447,2000,,,8000594223,,2016-11-01
QJ01377174,,,UX149R1,個,1,JPY,0,,2016-10-26,2017-10-25,,12,0,1,1390902,700,,,8000639175,,2016-10-26
QJ01377222,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1394258,2700,,,8000637611,,2016-11-01
QJ01377510,,,UX142G2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1394077,200,,,8000640431,,2016-11-01
QJ01377510,,,UX14293,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1394077,300,,,8000640431,,2016-11-01
QJ01377510,,,UX14343,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1394077,400,,,8000640431,,2016-11-01
QJ01377909,,,UX149R1,個,1,JPY,0,,2016-10-25,2017-10-30,,12,0,1,1389650,800,,,8000640364,,2016-10-31
QJ01378016,,,UX149R1,個,1,JPY,0,,2016-11-14,2017-11-13,,12,0,1,1404381,1100,,,8000640352,,2016-11-14
QJ01378465,,,UX149R1,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1393122,1800,,,8000640181,,2016-11-01
QJ01378558,,,UX149R1,個,1,JPY,0,,2016-10-27,2017-10-26,,12,0,1,1392263,700,,,8000633941,,2016-10-27
QJ01383595,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1383595,500,,,8000641647,,2016-11-01
QJ01386591,,,UX14485,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1386591,300,,,8000644184,,2016-11-01
QJ01386591,,,UX14772,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1386591,400,,,8000644184,,2016-11-01
QJ01386591,,,UX14343,個,1,JPY,0,,2016-11-01,2017-10-31,,12,0,1,1386591,500,,,8000644184,,2016-11-01
QJ01387452,,,UX142L2,個,25,JPY,0,,2016-10-01,2019-09-30,,36,0,1,1387452,400,,,8000643576,,2016-10-01
QJ01387640,,,UX14455,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1387640,100,,,8000644912,,2016-11-01
QJ01387916,,,UX142G2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1387916,100,,,8000644796,,2016-11-01
QJ01389942,,,UX142G2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1389942,1300,,,8000645168,,2016-11-01
QJ01389942,,,UX14293,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1389942,1400,,,8000645168,,2016-11-01
QJ01389942,,,UX142F2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1389942,1500,,,8000645168,,2016-11-01
QJ01389942,,,UX14353,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1389942,1600,,,8000645168,,2016-11-01
QJ01390286,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1390286,100,,,8000646138,,2016-11-01
QJ01390287,,,UX148H3,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1390287,100,,,8000646155,,2016-11-01
QJ01391816,,,UX142G2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1391816,100,,,8000646850,,2016-12-01
QJ01394175,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1394175,100,,,8000647896,,2016-12-01
QJ01394175,,,UX142C2,個,25,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1394175,200,,,8000647896,,2016-12-01
QJ01394175,,,UX14772,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1394175,300,,,8000647896,,2016-12-01
QJ01395606,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1395606,400,,,8000649278,,2016-11-01
QJ01396826,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1396826,100,,,8000650608,,2016-11-01
QJ01396826,,,UX142G2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1396826,200,,,8000650608,,2016-11-01
QJ01396826,,,UX142C2,個,25,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1396826,300,,,8000650608,,2016-11-01
QJ01397444,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1397444,100,,,8000650656,,2016-11-01
QJ01397557,,,UX141G3,個,1,JPY,0,,2016-12-20,2021-12-19,,60,0,1,1435098,2100,,,8000364027,,2016-12-20
QJ01397557,,,UX14455,個,1,JPY,0,,2016-12-26,2017-12-25,,12,12,1,1435098,2600,,,8000364027,,2016-12-26
QJ01399159,,,UX142G2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1399159,100,,,8000651761,,2016-11-01
QJ01399786,,,UX14782,個,1,JPY,0,,2016-12-01,2021-11-30,,60,0,1,1414776,2400,,,8000652085,,2016-12-01
QJ01404100,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1404100,100,,,8000653092,,2016-11-01
QJ01404101,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1404101,100,,,8000653102,,2016-11-01
QJ01405134,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1405134,200,,,8000652714,,2016-11-01
QJ01405769,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1405769,500,,,8000652557,,2016-12-01
QJ01407456,,,UX142G2,個,1,JPY,0,,2016-11-22,2017-11-21,,12,12,1,1407456,100,,,8000654704,,2016-11-22
QJ01408895,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1408895,800,,,8000655125,,2016-12-01
QJ01409038,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1409038,100,,,8000656148,,2016-12-01
QJ01409724,,,UX148H3,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1409724,100,,,8000656390,,2016-12-01
QJ01409777,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1409777,100,,,8000655957,,2016-12-01
QJ01410067,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-30,,12,12,1,1410067,100,,,8000655762,,2016-10-31
QJ01410069,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1410069,400,,,8000655772,,2016-11-01
QJ01410378,,,UX142G2,個,1,JPY,0,,2016-11-01,2017-11-27,,13,0,1,1410378,100,,,8000634968,,2016-10-28
QJ01410378,,,UX14343,個,1,JPY,0,,2016-11-01,2017-11-27,,13,0,1,1410378,200,,,8000634968,,2016-10-28
QJ01410378,,,UX14293,個,1,JPY,0,,2016-11-01,2017-11-27,,13,0,1,1410378,300,,,8000634968,,2016-10-28
QJ01411556,,,UX142A2,個,1,JPY,0,,2016-11-04,2017-11-03,,12,12,1,1411556,100,,,8000657238,,2016-11-04
QJ01412041,,,UX142G2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1412041,100,,,8000647431,,2016-11-01
QJ01412041,,,UX14293,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1412041,200,,,8000647431,,2016-11-01
QJ01412307,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1412307,100,,,8000657348,,2016-12-01
QJ01412309,,,UX14293,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1412309,100,,,8000657905,,2017-01-01
QJ01412310,,,UX142G2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1412310,100,,,8000658152,,2017-01-01
QJ01412438,,,UX14233,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1412438,200,,,8000651329,,2016-12-01
QJ01412438,,,UX14243,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1412438,300,,,8000651329,,2016-12-01
QJ01412438,,,UX14253,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1412438,400,,,8000651329,,2016-12-01
QJ01412438,,,UX14343,個,1,JPY,0,,2016-12-01,2017-11-30,,12,0,1,1412438,600,,,8000651329,,2016-12-01
QJ01412438,,,UX14293,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1412438,700,,,8000651329,,2016-12-01
QJ01412999,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1412999,100,,,8000658482,,2016-11-01
QJ01413000,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1413000,100,,,8000658489,,2016-11-01
QJ01413338,,,UX14455,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1413338,400,,,8000614624,,2016-12-01
QJ01413338,,,UX14243,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1413338,500,,,8000614624,,2016-12-01
QJ01413542,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1413542,500,,,8000658580,,2016-11-01
QJ01413543,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1413543,600,,,8000658586,,2016-11-01
QJ01413839,,,UX142G2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1413839,100,,,8000656674,,2016-12-01
QJ01413840,,,UX142G2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1413840,100,,,8000656679,,2016-12-01
QJ01413840,,,UX14293,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1413840,200,,,8000656679,,2016-12-01
QJ01413971,,,UX14103,個,100,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1414625,100,,,8000659603,,2016-12-01
QJ01414680,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1414680,400,,,8000659292,,2016-11-01
QJ01415616,,,UX142G2,個,1,JPY,0,,2016-12-16,2017-12-15,,12,12,1,1415616,100,,,8000660477,,2016-12-16
QJ01415878,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1415878,100,,,8000660410,,2016-12-01
QJ01417847,,,UX142G2,個,1,JPY,0,,2016-12-24,2017-12-23,,12,12,1,1417847,100,,,8000661875,,2016-12-24
QJ01417914,,,UX142G2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1417914,100,,,8000658967,,2016-12-01
QJ01419893,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1419893,600,,,8000662547,,2016-12-01
QJ01420505,,,UX149R1,個,1,JPY,0,,2016-12-20,2017-12-19,,12,0,1,1432159,1400,,,8000663727,,2016-12-20
QJ01420505,,,UX142A2,個,1,JPY,0,,2017-12-20,2018-12-19,,12,12,1,1432159,1500,,,8000663727,,2017-12-20
QJ01421342,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1421342,700,,,8000663126,,2016-12-01
QJ01421539,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1421539,500,,,8000664693,,2016-12-01
QJ01421561,,,UX142G2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1421561,100,,,8000662925,,2017-02-01
QJ01421561,,,UX14293,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1421561,200,,,8000662925,,2017-02-01
QJ01421561,,,UX14353,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1421561,300,,,8000662925,,2017-02-01
QJ01422336,,,UX142G2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1422336,200,,,8000665153,,2016-12-01
QJ01422336,,,UX14293,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1422336,300,,,8000665153,,2016-12-01
QJ01425134,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1425134,100,,,8000666027,,2016-12-01
QJ01428564,,,UX142G2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1428564,100,,,8000667398,,2017-01-01
QJ01428564,,,UX14293,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1428564,200,,,8000667398,,2017-01-01
QJ01429039,,,UX14455,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1429039,100,,,8000665870,,2016-11-01
QJ01429058,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1429058,100,,,8000666722,,2017-01-01
QJ01429067,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1429067,100,,,8000667279,,2017-01-01
QJ01429068,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1429068,100,,,8000667282,,2017-01-01
QJ01429069,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1429069,100,,,8000667352,,2016-12-01
QJ01429069,,,UX142C2,個,25,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1429069,200,,,8000667352,,2016-12-01
QJ01429440,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1429440,400,,,8000667400,,2016-12-01
QJ01430135,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1430135,100,,,8000668043,,2016-12-01
QJ01430177,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1430177,400,,,8000665723,,2017-01-01
QJ01430253,,,UX142A2,個,1,JPY,0,,2016-12-02,2017-12-01,,12,12,1,1430253,100,,,8000662915,,2016-12-02
QJ01430253,,,UX142C2,個,25,JPY,0,,2016-12-02,2017-12-01,,12,12,1,1430253,200,,,8000662915,,2016-12-02
QJ01430858,,,UX142G2,個,1,JPY,0,,2017-01-08,2018-01-07,,12,12,1,1430858,100,,,8000668510,,2017-01-08
QJ01431424,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1431424,100,,,8000667441,,2016-12-01
QJ01432672,,,UX142G2,個,1,JPY,0,,2017-01-01,2019-12-31,,36,0,1,1432672,100,,,8000669242,,2017-01-01
QJ01432672,,,UX14293,個,1,JPY,0,,2017-01-01,2019-12-31,,36,0,1,1432672,200,,,8000669242,,2017-01-01
QJ01432798,,,UX14253,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1432798,100,,,8000670066,,2017-01-01
QJ01432997,,,UX142G2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1432997,100,,,8000669494,,2016-11-01
QJ01432997,,,UX14293,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1432997,200,,,8000669494,,2016-11-01
QJ01432997,,,UX14353,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1432997,300,,,8000669494,,2016-11-01
QJ01432997,,,UX142E2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,1432997,400,,,8000669494,,2016-11-01
QJ01433561,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1433561,100,,,8000669840,,2016-12-01
QJ01433649,,,UX14495,個,1,JPY,0,,2016-12-21,2017-12-20,,12,12,1,1433649,100,,,8000668603,,2016-12-21
QJ01434303,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1434303,100,,,8000670931,,2016-12-01
QJ01435049,,,UX142G2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1435049,100,,,8000671207,,2016-12-01
QJ01435049,,,UX14353,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1435049,200,,,8000671207,,2016-12-01
QJ01435239,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1435239,100,,,8000670375,,2017-01-01
QJ01436153,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1436153,1100,,,8000671739,,2017-01-01
QJ01436309,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1436309,100,,,8000671919,,2017-02-01
QJ01438627,,,UX142G2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1438627,100,,,8000673630,,2017-04-01
QJ01438744,,,UX142G2,個,1,JPY,0,,2017-02-10,2018-02-09,,12,12,1,1438744,100,,,8000673682,,2017-02-10
QJ01439157,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1439157,100,,,8000671640,,2017-01-01
QJ01439224,,,UX142A2,個,1,JPY,0,,2016-12-01,2017-11-30,,12,12,1,1439224,700,,,8000669324,,2016-12-01
QJ01439787,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1439787,400,,,8000672750,,2017-01-01
QJ01439896,,,UX142G2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1439896,100,,,8000674140,,2017-01-01
QJ01440806,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1440806,100,,,8000674275,,2017-02-01
QJ01440806,,,UX142D2,個,50,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1440806,200,,,8000674275,,2017-02-01
QJ01440904,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1440904,100,,,8000674835,,2017-01-01
QJ01441087,,,UX142G2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1441087,300,,,8000665102,,2017-01-01
QJ01441087,,,UX14772,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1441087,400,,,8000665102,,2017-01-01
QJ01441912,,,UX142D2,個,50,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1441912,100,,,8000674271,,2017-03-01
QJ01441912,,,UX142G2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1441912,200,,,8000674271,,2017-03-01
QJ01442444,,,UX14253,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442444,100,,,8000675534,,2017-02-01
QJ01442445,,,UX14253,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442445,100,,,8000675535,,2017-02-01
QJ01442446,,,UX14253,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442446,100,,,8000675538,,2017-02-01
QJ01442447,,,UX14253,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442447,100,,,8000675544,,2017-02-01
QJ01442448,,,UX14253,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442448,100,,,8000675547,,2017-02-01
QJ01442449,,,UX14253,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442449,100,,,8000675550,,2017-02-01
QJ01442450,,,UX14253,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442450,100,,,8000675555,,2017-02-01
QJ01442451,,,UX14253,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442451,100,,,8000675560,,2017-02-01
QJ01442452,,,UX14243,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442452,100,,,8000675565,,2017-02-01
QJ01442453,,,UX14243,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442453,100,,,8000675568,,2017-02-01
QJ01442454,,,UX14243,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442454,100,,,8000675581,,2017-02-01
QJ01442455,,,UX14243,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442455,100,,,8000675585,,2017-02-01
QJ01442456,,,UX14243,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442456,100,,,8000675589,,2017-02-01
QJ01442458,,,UX142G2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1442458,100,,,8000675597,,2017-02-01
QJ01445184,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1445184,700,,,8000674285,,2017-02-01
QJ01445382,,,UX14233,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1445382,100,,,8000639087,,2017-02-01
QJ01445382,,,UX14293,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1445382,200,,,8000639087,,2017-02-01
QJ01445382,,,UX14343,個,1,JPY,0,,2017-02-01,2018-01-31,,12,0,1,1445382,400,,,8000639087,,2017-02-01
QJ01445562,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1445562,400,,,8000673930,,2017-02-01
QJ01445567,,,UX14063,個,5,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1445567,100,,,8000664493,,2017-01-01
QJ01446394,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1446394,100,,,8000674251,,2017-01-01
QJ01447169,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1447169,500,,,8000676658,,2017-01-01
QJ01447169,,,UX142C2,個,25,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1447169,600,,,8000676658,,2017-01-01
QJ01447462,,,UX142G2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1447462,100,,,8000677725,,2017-02-01
QJ01447790,,,UX142G2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1447790,100,,,8000677859,,2017-02-01
QJ01449753,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1449753,500,,,8000679236,,2017-01-01
QJ01450598,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1450598,100,,,8000678588,,2017-01-01
QJ01457692,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1457692,400,,,8000682651,,2017-02-01
QJ01457880,,,UX142A2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1457880,100,,,8000683410,,2017-01-01
QJ01457880,,,UX142C2,個,25,JPY,0,,2017-01-01,2017-12-31,,12,12,1,1457880,600,,,8000683410,,2017-01-01
QJ01458114,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1458114,400,,,8000684566,,2017-02-01
QJ01459344,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1459344,100,,,8000685895,,2017-02-01
QJ01461089,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1461089,100,,,8000685317,,2017-02-01
QJ01462278,,,UX142F2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1462278,400,,,8000687982,,2017-03-01
QJ01462278,,,UX142C2,個,25,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1462278,500,,,8000687982,,2017-03-01
QJ01462278,,,UX14353,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1462278,600,,,8000687982,,2017-03-01
QJ01462904,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1462904,400,,,8000687747,,2017-02-01
QJ01466062,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1466062,500,,,8000687132,,2017-02-01
QJ01467145,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1467145,100,,,8000687709,,2017-02-01
QJ01467699,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1467699,100,,,8000689554,,2017-03-01
QJ01467701,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1467701,300,,,8000689597,,2017-03-01
QJ01467701,,,UX142C2,個,25,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1467701,400,,,8000689597,,2017-03-01
QJ01468003,,,UX148H3,個,1,JPY,0,,2017-03-22,2018-03-22,,12,12,1,1468003,100,,,8000690581,,2017-03-23
QJ01470254,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1470254,500,,,8000692304,,2017-02-01
QJ01470321,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1470321,400,,,8000686626,,2017-02-01
QJ01470722,,,UXA40T1,個,1,JPY,0,,2017-02-01,2018-01-31,,12,0,1,1470722,700,,,8000691758,,2017-02-01
QJ01473577,,,UX142D2,個,50,JPY,0,,2017-02-15,2018-02-14,,12,12,1,1473577,1300,,,8000691336,,2017-02-15
QJ01473577,,,UX14353,個,1,JPY,0,,2017-02-15,2018-02-14,,12,12,1,1473577,1400,,,8000691336,,2017-02-15
QJ01473577,,,UX142F2,個,1,JPY,0,,2017-02-15,2018-02-14,,12,12,1,1473577,1500,,,8000691336,,2017-02-15
QJ01474529,,,UX142A2,個,1,JPY,0,,2017-02-23,2018-02-22,,12,12,1,1474821,100,,,8000694269,,2017-02-23
QJ01474529,,,UX142C2,個,25,JPY,0,,2017-02-23,2018-02-22,,12,12,1,1474821,200,,,8000694269,,2017-02-23
QJ01474531,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1474531,100,,,8000694792,,2017-03-01
QJ01474532,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1474532,100,,,8000694795,,2017-03-01
QJ01475168,,,UX14722,個,1,JPY,0,,2017-03-01,2018-02-28,,12,0,1,1475168,100,,,8000690246,,2017-03-01
QJ01476345,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1476345,100,,,8000695144,,2017-03-01
QJ01476759,,,UX142F2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1476759,600,,,8000694985,,2017-03-01
QJ01476759,,,UX142C2,個,25,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1476759,700,,,8000694985,,2017-03-01
QJ01477358,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1477358,500,,,8000696560,,2017-02-01
QJ01478452,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1478452,100,,,8000698218,,2017-03-01
QJ01478490,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,1478490,100,,,8000693533,,2017-02-01
QJ01480869,,,UX142A2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1480869,100,,,8000700021,,2017-04-01
QJ01481335,,,UX142A2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1481335,400,,,8000698458,,2017-04-01
QJ01482659,,,UX142A2,個,1,JPY,0,,2017-03-23,2018-03-22,,12,12,1,1492459,2900,,,8000700855,,2017-03-23
QJ01483244,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1483244,100,,,8000596032,,2017-03-01
QJ01484237,,,UX142A2,個,1,JPY,0,,2017-05-01,2018-04-30,,12,12,1,1484237,100,,,8000701362,,2017-05-01
QJ01484387,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1484387,100,,,8000701746,,2017-03-01
QJ01484387,,,UX142C2,個,25,JPY,0,,2017-03-01,2018-02-28,,12,12,1,1484387,200,,,8000701746,,2017-03-01
QJ01487052,,,UX142F2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,1487052,300,,,8000701920,,2017-04-01
